"obs_type","species_idx","gear_idx","t_start","t_end","value","cv"
"catch_gear",4,4,2,3,343161713.94806,0.3
"catch_gear",5,3,2,3,60790792141.6546,0.3
"catch_gear",5,4,2,3,929597198.178054,0.3
"catch_gear",6,2,2,3,49292658383.4607,0.3
"catch_gear",6,4,2,3,3111880954.6838,0.3
"catch_gear",7,3,2,3,9843154585.25375,0.3
"catch_gear",7,4,2,3,125136226.015236,0.3
"catch_gear",8,2,2,3,388218924627.229,0.3
"catch_gear",8,4,2,3,16711256769.8922,0.3
"catch_gear",9,3,2,3,209800821857.799,0.3
"catch_gear",9,4,2,3,4353888044.88382,0.3
"catch_gear",10,3,2,3,325327819122.851,0.3
"catch_gear",10,4,2,3,5643888119.90392,0.3
"catch_gear",11,3,2,3,327492187441.68,0.3
"catch_gear",11,4,2,3,7381669653.53388,0.3
"catch_gear",0,4,3,4,4341342458.22301,0.3
"catch_gear",1,4,3,4,78759049776.8804,0.3
"catch_gear",2,4,3,4,3665403022.0964,0.3
"catch_gear",3,1,3,4,1082038735236.44,0.3
"catch_gear",3,4,3,4,35731603568.7905,0.3
"catch_gear",4,2,3,4,4518664996.55662,0.3
"catch_gear",4,4,3,4,211210792.354433,0.3
"catch_gear",5,3,3,4,63309857790.5896,0.3
"catch_gear",5,4,3,4,1660556382.85018,0.3
"catch_gear",6,2,3,4,42441629229.3104,0.3
"catch_gear",6,4,3,4,3047634485.53987,0.3
"catch_gear",7,3,3,4,4256346876.81428,0.3
"catch_gear",7,4,3,4,167673494.225082,0.3
"catch_gear",8,2,3,4,321823772739.053,0.3
"catch_gear",8,4,3,4,11936914062.2156,0.3
"catch_gear",9,3,3,4,187500684901.053,0.3
"catch_gear",9,4,3,4,4760617517.24242,0.3
"catch_gear",10,3,3,4,311078347150.603,0.3
"catch_gear",10,4,3,4,3967431302.44975,0.3
"catch_gear",11,3,3,4,406749003104.778,0.3
"catch_gear",11,4,3,4,9115266645.42965,0.3
"catch_gear",0,4,4,5,2485684361.04225,0.3
"catch_gear",1,4,4,5,72966598401.4765,0.3
"catch_gear",2,4,4,5,5203657826.99972,0.3
"catch_gear",3,1,4,5,760593712642.938,0.3
"catch_gear",3,4,4,5,38241746717.9704,0.3
"catch_gear",4,2,4,5,3980103468.16892,0.3
"catch_gear",4,4,4,5,187059460.325867,0.3
"catch_gear",5,3,4,5,59453308598.2819,0.3
"catch_gear",5,4,4,5,2130999458.39272,0.3
"catch_gear",6,2,4,5,62826408643.6133,0.3
"catch_gear",6,4,4,5,5799041423.18913,0.3
"catch_gear",7,3,4,5,3789185946.11042,0.3
"catch_gear",7,4,4,5,231152509.171261,0.3
"catch_gear",8,2,4,5,293718791299.895,0.3
"catch_gear",8,4,4,5,24518862051.3371,0.3
"catch_gear",9,3,4,5,118493175063.518,0.3
"catch_gear",9,4,4,5,4609670329.23504,0.3
"catch_gear",10,3,4,5,296632227490.819,0.3
"catch_gear",10,4,4,5,7722038420.63625,0.3
"catch_gear",11,3,4,5,421344482062.786,0.3
"catch_gear",11,4,4,5,4316753875.47024,0.3
"catch_gear",0,4,5,6,3961828075.98994,0.3
"catch_gear",1,4,5,6,68547055527.1201,0.3
"catch_gear",2,4,5,6,4910005379.57084,0.3
"catch_gear",3,1,5,6,287724455699.9,0.3
"catch_gear",3,4,5,6,43295451017.277,0.3
"catch_gear",4,2,5,6,5443240698.84043,0.3
"catch_gear",4,4,5,6,191992118.406436,0.3
"catch_gear",5,3,5,6,103366131895.33,0.3
"catch_gear",5,4,5,6,2410733228.5926,0.3
"catch_gear",6,2,5,6,63542231150.2533,0.3
"catch_gear",6,4,5,6,3773841693.40829,0.3
"catch_gear",7,3,5,6,5664523656.34175,0.3
"catch_gear",7,4,5,6,118134431.758652,0.3
"catch_gear",8,2,5,6,309310629373.386,0.3
"catch_gear",8,4,5,6,26840438156.9066,0.3
"catch_gear",9,3,5,6,246145879116.767,0.3
"catch_gear",9,4,5,6,5205650369.26085,0.3
"catch_gear",10,3,5,6,231019645192.438,0.3
"catch_gear",10,4,5,6,6090571837.858,0.3
"catch_gear",11,3,5,6,234888245473.755,0.3
"catch_gear",11,4,5,6,3580915588.60192,0.3
"catch_gear",0,4,6,7,2582006890.81654,0.3
"catch_gear",1,4,6,7,60383326645.2272,0.3
"catch_gear",2,4,6,7,6198002464.65964,0.3
"catch_gear",3,1,6,7,600129214042.059,0.3
"catch_gear",3,4,6,7,34827444407.8842,0.3
"catch_gear",4,2,6,7,4669686607.56163,0.3
"catch_gear",4,4,6,7,130946897.586636,0.3
"catch_gear",5,3,6,7,59202060194.6476,0.3
"catch_gear",5,4,6,7,1190335455.15655,0.3
"catch_gear",6,2,6,7,46971748522.041,0.3
"catch_gear",6,4,6,7,2283464309.87566,0.3
"catch_gear",7,3,6,7,5295741744.5771,0.3
"catch_gear",7,4,6,7,52231878.4814275,0.3
"catch_gear",8,2,6,7,327704917305.592,0.3
"catch_gear",8,4,6,7,25919078707.2266,0.3
"catch_gear",9,3,6,7,263688393888.843,0.3
"catch_gear",9,4,6,7,5953947488.59513,0.3
"catch_gear",10,3,6,7,290680420754.399,0.3
"catch_gear",10,4,6,7,2521093267.08036,0.3
"catch_gear",11,3,6,7,270356456965.989,0.3
"catch_gear",11,4,6,7,9790875980.61372,0.3
"catch_gear",0,4,7,8,1249210483.60391,0.3
"catch_gear",1,4,7,8,104277087531.185,0.3
"catch_gear",2,4,7,8,6703638306.93716,0.3
"catch_gear",3,1,7,8,564423993177.56,0.3
"catch_gear",3,4,7,8,18829386593.9068,0.3
"catch_gear",4,2,7,8,2960887594.41106,0.3
"catch_gear",4,4,7,8,130096632.555182,0.3
"catch_gear",5,3,7,8,137407166617.755,0.3
"catch_gear",5,4,7,8,1365251655.92837,0.3
"catch_gear",6,2,7,8,25153113807.998,0.3
"catch_gear",6,4,7,8,1605210150.92732,0.3
"catch_gear",7,3,7,8,1760497287.08191,0.3
"catch_gear",7,4,7,8,50879636.1279536,0.3
"catch_gear",8,2,7,8,552581772678.25,0.3
"catch_gear",8,4,7,8,29148882545.8994,0.3
"catch_gear",9,3,7,8,292527340067.645,0.3
"catch_gear",9,4,7,8,3794127779.8237,0.3
"catch_gear",10,3,7,8,396713010291.568,0.3
"catch_gear",10,4,7,8,5545040826.641,0.3
"catch_gear",11,3,7,8,367434855157.143,0.3
"catch_gear",11,4,7,8,7446817517.69385,0.3
"catch_gear",0,4,8,9,2867907256.34674,0.3
"catch_gear",1,4,8,9,54644794778.065,0.3
"catch_gear",2,4,8,9,4039430407.38806,0.3
"catch_gear",3,1,8,9,577698283629.666,0.3
"catch_gear",3,4,8,9,21043924495.1137,0.3
"catch_gear",4,2,8,9,6797771746.4634,0.3
"catch_gear",4,4,8,9,124927851.183476,0.3
"catch_gear",5,3,8,9,98542910895.3167,0.3
"catch_gear",5,4,8,9,1924099294.41435,0.3
"catch_gear",6,2,8,9,36808015903.9573,0.3
"catch_gear",6,4,8,9,2141543303.92028,0.3
"catch_gear",7,3,8,9,1341510241.81499,0.3
"catch_gear",7,4,8,9,77459326.2734884,0.3
"catch_gear",8,2,8,9,461767683603.322,0.3
"catch_gear",8,4,8,9,23586615731.6694,0.3
"catch_gear",9,3,8,9,92336550185.8962,0.3
"catch_gear",9,4,8,9,4045772076.09753,0.3
"catch_gear",10,3,8,9,331885248686.227,0.3
"catch_gear",10,4,8,9,3104752405.61556,0.3
"catch_gear",11,3,8,9,467169529794.812,0.3
"catch_gear",11,4,8,9,6985138925.49359,0.3
"catch_gear",0,4,9,10,1244798037.14796,0.3
"catch_gear",1,4,9,10,54509926476.2912,0.3
"catch_gear",2,4,9,10,6333008350.88054,0.3
"catch_gear",3,1,9,10,327495073977.726,0.3
"catch_gear",3,4,9,10,50336039751.6214,0.3
"catch_gear",4,2,9,10,3367933133.57581,0.3
"catch_gear",4,4,9,10,176864900.827476,0.3
"catch_gear",5,3,9,10,85585088642.2574,0.3
"catch_gear",5,4,9,10,1594039707.79184,0.3
"catch_gear",6,2,9,10,30865733731.9026,0.3
"catch_gear",6,4,9,10,3128471064.07462,0.3
"catch_gear",7,3,9,10,1676901051.40387,0.3
"catch_gear",7,4,9,10,46263046.2920933,0.3
"catch_gear",8,2,9,10,207750907230.894,0.3
"catch_gear",8,4,9,10,23935477716.5244,0.3
"catch_gear",9,3,9,10,160665275398.005,0.3
"catch_gear",9,4,9,10,5488222622.5175,0.3
"catch_gear",10,3,9,10,459979827450.39,0.3
"catch_gear",10,4,9,10,5127791765.7079,0.3
"catch_gear",11,3,9,10,367343682092.919,0.3
"catch_gear",11,4,9,10,6729742570.6711,0.3
"catch_gear",0,4,10,11,2332869384.47656,0.3
"catch_gear",1,4,10,11,133540138990.716,0.3
"catch_gear",2,4,10,11,4023354574.65395,0.3
"catch_gear",3,1,10,11,662648781942.468,0.3
"catch_gear",3,4,10,11,60103378675.2686,0.3
"catch_gear",4,2,10,11,2794940521.40867,0.3
"catch_gear",4,4,10,11,180581961.459938,0.3
"catch_gear",5,3,10,11,121977784034.11,0.3
"catch_gear",5,4,10,11,1496351877.98353,0.3
"catch_gear",6,2,10,11,34825942853.2021,0.3
"catch_gear",6,4,10,11,4408943943.24823,0.3
"catch_gear",7,3,10,11,1208849645.49768,0.3
"catch_gear",7,4,10,11,44862015.8431892,0.3
"catch_gear",8,2,10,11,426800246965.194,0.3
"catch_gear",8,4,10,11,24613248408.5608,0.3
"catch_gear",9,3,10,11,190358135609.705,0.3
"catch_gear",9,4,10,11,7772249696.06822,0.3
"catch_gear",10,3,10,11,275637685091.653,0.3
"catch_gear",10,4,10,11,6772667132.11489,0.3
"catch_gear",11,3,10,11,241677646978.171,0.3
"catch_gear",11,4,10,11,7432449134.72722,0.3
"catch_gear",0,4,11,12,1124243808.31591,0.3
"catch_gear",1,4,11,12,39875483996.1793,0.3
"catch_gear",2,4,11,12,3582503284.61189,0.3
"catch_gear",3,1,11,12,281834862451.145,0.3
"catch_gear",3,4,11,12,40064702437.2173,0.3
"catch_gear",4,2,11,12,1979473274.30041,0.3
"catch_gear",4,4,11,12,155257045.367488,0.3
"catch_gear",5,3,11,12,77120604369.3522,0.3
"catch_gear",5,4,11,12,930909151.798046,0.3
"catch_gear",6,2,11,12,30223435560.5916,0.3
"catch_gear",6,4,11,12,1153667953.55196,0.3
"catch_gear",7,3,11,12,1279983484.77537,0.3
"catch_gear",7,4,11,12,21834063.9088312,0.3
"catch_gear",8,2,11,12,333805276038.207,0.3
"catch_gear",8,4,11,12,14288140859.6321,0.3
"catch_gear",9,3,11,12,224594374752.106,0.3
"catch_gear",9,4,11,12,8821740028.04651,0.3
"catch_gear",10,3,11,12,417251550957.623,0.3
"catch_gear",10,4,11,12,4615428081.92581,0.3
"catch_gear",11,3,11,12,166821338239.01,0.3
"catch_gear",11,4,11,12,9409778325.00539,0.3
"catch_gear",0,4,12,13,1700691563.82661,0.3
"catch_gear",1,4,12,13,65635058789.6467,0.3
"catch_gear",2,4,12,13,3434929004.23507,0.3
"catch_gear",3,1,12,13,805207429708.172,0.3
"catch_gear",3,4,12,13,34342490015.5873,0.3
"catch_gear",4,2,12,13,2549169276.51212,0.3
"catch_gear",4,4,12,13,170321409.213219,0.3
"catch_gear",5,3,12,13,96249985716.7032,0.3
"catch_gear",5,4,12,13,1866747011.52906,0.3
"catch_gear",6,2,12,13,42941905717.6025,0.3
"catch_gear",6,4,12,13,2452538072.76919,0.3
"catch_gear",7,3,12,13,597941724.547118,0.3
"catch_gear",7,4,12,13,14276282.6453141,0.3
"catch_gear",8,2,12,13,704215151462.523,0.3
"catch_gear",8,4,12,13,14035797607.6198,0.3
"catch_gear",9,3,12,13,128943239924.77,0.3
"catch_gear",9,4,12,13,2701724575.70761,0.3
"catch_gear",10,3,12,13,333785965953.043,0.3
"catch_gear",10,4,12,13,2804104820.18924,0.3
"catch_gear",11,3,12,13,434968622498.06,0.3
"catch_gear",11,4,12,13,24539597558.128,0.3
"catch_gear",0,4,13,14,2234257907.31502,0.3
"catch_gear",1,4,13,14,46285061123.7882,0.3
"catch_gear",2,4,13,14,2932672163.44424,0.3
"catch_gear",3,1,13,14,391601249342.169,0.3
"catch_gear",3,4,13,14,32041190856.6137,0.3
"catch_gear",4,2,13,14,3624670860.64331,0.3
"catch_gear",4,4,13,14,170411325.821557,0.3
"catch_gear",5,3,13,14,97590095081.9839,0.3
"catch_gear",5,4,13,14,1348669533.7394,0.3
"catch_gear",6,2,13,14,26304472088.3267,0.3
"catch_gear",6,4,13,14,2260875047.39229,0.3
"catch_gear",7,3,13,14,1173401160.88055,0.3
"catch_gear",7,4,13,14,26973351.3169774,0.3
"catch_gear",8,2,13,14,353683762337.513,0.3
"catch_gear",8,4,13,14,31949756067.9895,0.3
"catch_gear",9,3,13,14,76905989997.1889,0.3
"catch_gear",9,4,13,14,3661696038.01462,0.3
"catch_gear",10,3,13,14,220874280884.704,0.3
"catch_gear",10,4,13,14,3769049433.67801,0.3
"catch_gear",11,3,13,14,254980957748.034,0.3
"catch_gear",11,4,13,14,8367765069.65766,0.3
"catch_gear",0,4,14,15,2078279613.98209,0.3
"catch_gear",1,4,14,15,39334015755.5235,0.3
"catch_gear",2,4,14,15,9496501200.56201,0.3
"catch_gear",3,1,14,15,284062194885.406,0.3
"catch_gear",3,4,14,15,49036154926.9804,0.3
"catch_gear",4,2,14,15,2895293236.49628,0.3
"catch_gear",4,4,14,15,96837393.3780783,0.3
"catch_gear",5,3,14,15,58194519591.9038,0.3
"catch_gear",5,4,14,15,1583288430.25633,0.3
"catch_gear",6,2,14,15,42547334455.4232,0.3
"catch_gear",6,4,14,15,1799497034.14922,0.3
"catch_gear",7,3,14,15,448329153.924433,0.3
"catch_gear",7,4,14,15,24070622.1558544,0.3
"catch_gear",8,2,14,15,460769936373.267,0.3
"catch_gear",8,4,14,15,19181915181.5588,0.3
"catch_gear",9,3,14,15,157718447162.998,0.3
"catch_gear",9,4,14,15,4137942928.12246,0.3
"catch_gear",10,3,14,15,297627676123.983,0.3
"catch_gear",10,4,14,15,4464202814.37642,0.3
"catch_gear",11,3,14,15,187723251351.757,0.3
"catch_gear",11,4,14,15,7706223008.05532,0.3
"catch_gear",0,4,15,16,2780338513.82009,0.3
"catch_gear",1,4,15,16,51799713323.3839,0.3
"catch_gear",2,4,15,16,5665731705.96961,0.3
"catch_gear",3,1,15,16,877441282677.259,0.3
"catch_gear",3,4,15,16,24028354994.254,0.3
"catch_gear",4,2,15,16,2599396504.53269,0.3
"catch_gear",4,4,15,16,267763959.708036,0.3
"catch_gear",5,3,15,16,81041907208.1894,0.3
"catch_gear",5,4,15,16,1437363501.94493,0.3
"catch_gear",6,2,15,16,47335441971.5057,0.3
"catch_gear",6,4,15,16,2900896575.65943,0.3
"catch_gear",7,3,15,16,850303875.059788,0.3
"catch_gear",7,4,15,16,21207593.7460762,0.3
"catch_gear",8,2,15,16,353152356691.943,0.3
"catch_gear",8,4,15,16,31199106534.1759,0.3
"catch_gear",9,3,15,16,269963987479.601,0.3
"catch_gear",9,4,15,16,9230815622.42369,0.3
"catch_gear",10,3,15,16,418286348270.9,0.3
"catch_gear",10,4,15,16,6808442871.30947,0.3
"catch_gear",11,3,15,16,123303468478.269,0.3
"catch_gear",11,4,15,16,6044663295.29443,0.3
"catch_gear",0,4,16,17,1759896302.1343,0.3
"catch_gear",1,4,16,17,80673564404.924,0.3
"catch_gear",2,4,16,17,2878568227.02344,0.3
"catch_gear",3,1,16,17,462469286886.37,0.3
"catch_gear",3,4,16,17,54367805699.6035,0.3
"catch_gear",4,2,16,17,3197505267.48277,0.3
"catch_gear",4,4,16,17,153425252.91226,0.3
"catch_gear",5,3,16,17,137431842970.199,0.3
"catch_gear",5,4,16,17,1277928323.6206,0.3
"catch_gear",6,2,16,17,33282956647.2374,0.3
"catch_gear",6,4,16,17,3242647400.27684,0.3
"catch_gear",7,3,16,17,376924344.911407,0.3
"catch_gear",7,4,16,17,4993814.67256897,0.3
"catch_gear",8,2,16,17,379724314038.204,0.3
"catch_gear",8,4,16,17,31744531548.2387,0.3
"catch_gear",9,3,16,17,298506604346.681,0.3
"catch_gear",9,4,16,17,5009775381.21071,0.3
"catch_gear",10,3,16,17,402251556355.847,0.3
"catch_gear",10,4,16,17,5287016900.44253,0.3
"catch_gear",11,3,16,17,201816808733.634,0.3
"catch_gear",11,4,16,17,8358869191.23402,0.3
"catch_gear",0,4,17,18,1436325049.65477,0.3
"catch_gear",1,4,17,18,80039012883.2225,0.3
"catch_gear",2,4,17,18,2811693065.49119,0.3
"catch_gear",3,1,17,18,669235988662.655,0.3
"catch_gear",3,4,17,18,26408590156.769,0.3
"catch_gear",4,2,17,18,2450001614.26474,0.3
"catch_gear",4,4,17,18,135796039.809109,0.3
"catch_gear",5,3,17,18,83027490448.4135,0.3
"catch_gear",5,4,17,18,1505638496.80148,0.3
"catch_gear",6,2,17,18,35007735779.367,0.3
"catch_gear",6,4,17,18,3316257580.55943,0.3
"catch_gear",7,3,17,18,249745722.232939,0.3
"catch_gear",7,4,17,18,8776820.53444763,0.3
"catch_gear",8,2,17,18,452284829706.845,0.3
"catch_gear",8,4,17,18,25139697043.8546,0.3
"catch_gear",9,3,17,18,164998413431.962,0.3
"catch_gear",9,4,17,18,2750184409.83185,0.3
"catch_gear",10,3,17,18,596295188517.132,0.3
"catch_gear",10,4,17,18,4717684512.45988,0.3
"catch_gear",11,3,17,18,643913050990.739,0.3
"catch_gear",11,4,17,18,10254052246.3273,0.3
"catch_gear",0,4,18,19,2274723037.21816,0.3
"catch_gear",1,4,18,19,38427261474.9087,0.3
"catch_gear",2,4,18,19,2634950275.68696,0.3
"catch_gear",3,1,18,19,556843968093.31,0.3
"catch_gear",3,4,18,19,33873101652.6286,0.3
"catch_gear",4,2,18,19,3220820766.24072,0.3
"catch_gear",4,4,18,19,226973816.240293,0.3
"catch_gear",5,3,18,19,79940169483.8258,0.3
"catch_gear",5,4,18,19,1384230332.72333,0.3
"catch_gear",6,2,18,19,32373701910.185,0.3
"catch_gear",6,4,18,19,1804026974.01131,0.3
"catch_gear",7,3,18,19,260795276.151635,0.3
"catch_gear",7,4,18,19,9961642.21690405,0.3
"catch_gear",8,2,18,19,391835500221.381,0.3
"catch_gear",8,4,18,19,23687268392.7892,0.3
"catch_gear",9,3,18,19,126205991977.076,0.3
"catch_gear",9,4,18,19,4035734579.64562,0.3
"catch_gear",10,3,18,19,318999700064.786,0.3
"catch_gear",10,4,18,19,5113028432.80348,0.3
"catch_gear",11,3,18,19,504529967288.019,0.3
"catch_gear",11,4,18,19,6007260552.1286,0.3
"catch_gear",0,4,19,20,1104713773.1048,0.3
"catch_gear",1,4,19,20,82470863389.6748,0.3
"catch_gear",2,4,19,20,4589255010.34991,0.3
"catch_gear",3,1,19,20,804724148013.712,0.3
"catch_gear",3,4,19,20,39732582331.9151,0.3
"catch_gear",4,2,19,20,2636476071.6673,0.3
"catch_gear",4,4,19,20,182058883.9305,0.3
"catch_gear",5,3,19,20,97788741731.2492,0.3
"catch_gear",5,4,19,20,1456358381.51855,0.3
"catch_gear",6,2,19,20,40433315027.0764,0.3
"catch_gear",6,4,19,20,2352008216.13248,0.3
"catch_gear",7,3,19,20,359052085.365341,0.3
"catch_gear",7,4,19,20,8708724.6151133,0.3
"catch_gear",8,2,19,20,478150602135.326,0.3
"catch_gear",8,4,19,20,30370560529.0054,0.3
"catch_gear",9,3,19,20,107528711773.805,0.3
"catch_gear",9,4,19,20,7361978047.84019,0.3
"catch_gear",10,3,19,20,430183078398.512,0.3
"catch_gear",10,4,19,20,4346665159.25273,0.3
"catch_gear",11,3,19,20,259657840133.914,0.3
"catch_gear",11,4,19,20,5651099769.9518,0.3
"catch_gear",0,4,20,21,1832034848.53949,0.3
"catch_gear",1,4,20,21,73126812854.2432,0.3
"catch_gear",2,4,20,21,4652473544.09354,0.3
"catch_gear",3,1,20,21,396070208169.086,0.3
"catch_gear",3,4,20,21,33313636916.3525,0.3
"catch_gear",4,2,20,21,3284888457.0758,0.3
"catch_gear",4,4,20,21,165163204.896266,0.3
"catch_gear",5,3,20,21,178166725590.665,0.3
"catch_gear",5,4,20,21,998671940.377766,0.3
"catch_gear",6,2,20,21,46457908822.5953,0.3
"catch_gear",6,4,20,21,2553608700.13947,0.3
"catch_gear",7,3,20,21,281429755.691355,0.3
"catch_gear",7,4,20,21,10482080.7815165,0.3
"catch_gear",8,2,20,21,573829697032.618,0.3
"catch_gear",8,4,20,21,18727120908.945,0.3
"catch_gear",9,3,20,21,327101798084.292,0.3
"catch_gear",9,4,20,21,7281426740.48348,0.3
"catch_gear",10,3,20,21,324888026119.603,0.3
"catch_gear",10,4,20,21,5379138780.67921,0.3
"catch_gear",11,3,20,21,140540575810.017,0.3
"catch_gear",11,4,20,21,7814228292.8677,0.3
"catch_gear",0,4,21,22,2261262111.36822,0.3
"catch_gear",1,4,21,22,75097976234.6052,0.3
"catch_gear",2,4,21,22,4645044931.20439,0.3
"catch_gear",3,1,21,22,937406901487.275,0.3
"catch_gear",3,4,21,22,32144991933.5189,0.3
"catch_gear",4,2,21,22,2008216465.72762,0.3
"catch_gear",4,4,21,22,149610841.094059,0.3
"catch_gear",5,3,21,22,127703874851.824,0.3
"catch_gear",5,4,21,22,1445558871.45739,0.3
"catch_gear",6,2,21,22,57328763611.0167,0.3
"catch_gear",6,4,21,22,1833121314.51893,0.3
"catch_gear",7,3,21,22,146966081.775478,0.3
"catch_gear",7,4,21,22,2235479.53688718,0.3
"catch_gear",8,2,21,22,341819769506.302,0.3
"catch_gear",8,4,21,22,22139779360.5998,0.3
"catch_gear",9,3,21,22,171111850379.917,0.3
"catch_gear",9,4,21,22,2876456648.78764,0.3
"catch_gear",10,3,21,22,435275334289.349,0.3
"catch_gear",10,4,21,22,4443921388.2218,0.3
"catch_gear",11,3,21,22,259166829438.785,0.3
"catch_gear",11,4,21,22,7475880928.1531,0.3
"catch_gear",0,4,22,23,2961318813.26603,0.3
"catch_gear",1,4,22,23,101622054681.642,0.3
"catch_gear",2,4,22,23,3690742190.95351,0.3
"catch_gear",3,1,22,23,265535802505.868,0.3
"catch_gear",3,4,22,23,42031464191.1254,0.3
"catch_gear",4,2,22,23,4941834078.26941,0.3
"catch_gear",4,4,22,23,160660332.42984,0.3
"catch_gear",5,3,22,23,77517697701.6828,0.3
"catch_gear",5,4,22,23,758737879.654706,0.3
"catch_gear",6,2,22,23,31565947494.8951,0.3
"catch_gear",6,4,22,23,2210262872.50017,0.3
"catch_gear",7,3,22,23,58661732.7923026,0.3
"catch_gear",7,4,22,23,2556517.39954969,0.3
"catch_gear",8,2,22,23,282392206512.063,0.3
"catch_gear",8,4,22,23,27935120974.1302,0.3
"catch_gear",9,3,22,23,142848020825.866,0.3
"catch_gear",9,4,22,23,4580484071.74683,0.3
"catch_gear",10,3,22,23,307466149173.578,0.3
"catch_gear",10,4,22,23,5869797752.67462,0.3
"catch_gear",11,3,22,23,377621991699.776,0.3
"catch_gear",11,4,22,23,8182582504.13589,0.3
"catch_gear",0,4,23,24,1467878075.52385,0.3
"catch_gear",1,4,23,24,68582417386.3962,0.3
"catch_gear",2,4,23,24,5562600917.95297,0.3
"catch_gear",3,1,23,24,628234449914.046,0.3
"catch_gear",3,4,23,24,24795449362.3363,0.3
"catch_gear",4,2,23,24,2574144601.41988,0.3
"catch_gear",4,4,23,24,123905233.183184,0.3
"catch_gear",5,3,23,24,125733912462.47,0.3
"catch_gear",5,4,23,24,1079777690.23763,0.3
"catch_gear",6,2,23,24,35102987164.6816,0.3
"catch_gear",6,4,23,24,3226652604.45466,0.3
"catch_gear",7,3,23,24,116979014.189716,0.3
"catch_gear",7,4,23,24,4982065.96431456,0.3
"catch_gear",8,2,23,24,273824312492.958,0.3
"catch_gear",8,4,23,24,20081747368.8331,0.3
"catch_gear",9,3,23,24,154430095015.946,0.3
"catch_gear",9,4,23,24,3440531889.27739,0.3
"catch_gear",10,3,23,24,365553510878.601,0.3
"catch_gear",10,4,23,24,4050848076.0896,0.3
"catch_gear",11,3,23,24,348792223771.565,0.3
"catch_gear",11,4,23,24,7894406632.98513,0.3
"catch_gear",0,4,24,25,1959738167.04041,0.3
"catch_gear",1,4,24,25,57819718684.7151,0.3
"catch_gear",2,4,24,25,5440851132.26932,0.3
"catch_gear",3,1,24,25,536377290872.146,0.3
"catch_gear",3,4,24,25,36523908907.5503,0.3
"catch_gear",4,2,24,25,4889348174.47622,0.3
"catch_gear",4,4,24,25,131240037.63454,0.3
"catch_gear",5,3,24,25,62925405657.8496,0.3
"catch_gear",5,4,24,25,2869050256.67227,0.3
"catch_gear",6,2,24,25,32197895225.9818,0.3
"catch_gear",6,4,24,25,2965885116.3257,0.3
"catch_gear",7,3,24,25,116064199.360932,0.3
"catch_gear",7,4,24,25,4406849.19579989,0.3
"catch_gear",8,2,24,25,344767308619.606,0.3
"catch_gear",8,4,24,25,17137870413.7543,0.3
"catch_gear",9,3,24,25,211908620258.591,0.3
"catch_gear",9,4,24,25,4443109456.68995,0.3
"catch_gear",10,3,24,25,339811227037.569,0.3
"catch_gear",10,4,24,25,3917554539.68689,0.3
